x,y,pci,
59,3,39,
60,3,39,
61,3,39,
62,3,39,
63,3,39,
64,3,39,
65,3,39,
66,3,39,
67,3,39,
68,3,39,
69,3,39,
70,3,39,
71,3,39,
72,3,39,
73,3,39,
74,3,40,
75,3,40,
76,3,40,
77,3,40,
78,3,40,
79,3,40,
80,3,40,
81,3,40,
82,3,40,
83,3,40,
84,3,40,
85,3,40,
86,3,40,
87,3,41,
88,3,41,
89,3,41,
90,3,41,
91,3,41,
92,3,41,
93,3,41,
94,3,42,
95,3,42,
96,3,42,
97,3,42,
98,3,42,
99,3,42,
100,3,42,
101,3,42,
102,3,42,
103,3,42,
0,4,37,
1,4,37,
2,4,37,
3,4,37,
4,4,37,
5,4,37,
6,4,37,
7,4,37,
8,4,37,
9,4,37,
10,4,37,
11,4,38,
12,4,38,
13,4,37,
14,4,37,
15,4,37,
16,4,37,
17,4,37,
18,4,37,
19,4,37,
20,4,37,
21,4,37,
22,4,37,
23,4,37,
24,4,37,
25,4,37,
26,4,38,
27,4,38,
28,4,38,
29,4,38,
30,4,38,
31,4,38,
32,4,38,
33,4,38,
34,4,38,
35,4,38,
36,4,38,
37,4,38,
38,4,38,
39,4,38,
40,4,38,
41,4,38,
42,4,38,
43,4,38,
44,4,38,
45,4,38,
46,4,38,
47,4,38,
48,4,38,
49,4,38,
50,4,38,
51,4,38,
52,4,39,
53,4,39,
54,4,39,
55,4,39,
56,4,39,
57,4,39,
58,4,39,
59,4,39,
60,4,39,
61,4,39,
62,4,39,
63,4,39,
64,4,39,
65,4,39,
66,4,39,
67,4,39,
68,4,39,
69,4,39,
70,4,39,
71,4,39,
72,4,39,
73,4,39,
74,4,40,
75,4,40,
76,4,40,
77,4,40,
78,4,40,
79,4,40,
80,4,40,
81,4,40,
82,4,40,
83,4,40,
84,4,40,
85,4,40,
86,4,40,
87,4,41,
88,4,41,
89,4,41,
90,4,41,
91,4,41,
92,4,41,
93,4,41,
94,4,42,
95,4,42,
96,4,42,
97,4,42,
98,4,42,
99,4,42,
100,4,42,
101,4,42,
102,4,42,
103,4,42,
0,5,37,
1,5,37,
2,5,37,
3,5,37,
4,5,37,
5,5,37,
6,5,37,
7,5,37,
8,5,37,
9,5,37,
10,5,37,
11,5,38,
12,5,38,
13,5,37,
14,5,37,
15,5,37,
16,5,37,
17,5,37,
18,5,37,
19,5,37,
20,5,37,
21,5,37,
22,5,37,
23,5,37,
24,5,37,
25,5,37,
26,5,38,
27,5,38,
28,5,38,
29,5,38,
30,5,38,
31,5,38,
32,5,38,
33,5,38,
34,5,38,
35,5,38,
36,5,38,
37,5,38,
38,5,38,
39,5,38,
40,5,38,
41,5,38,
42,5,38,
43,5,38,
44,5,38,
45,5,38,
46,5,38,
47,5,38,
48,5,38,
49,5,38,
50,5,38,
51,5,38,
52,5,39,
53,5,39,
54,5,39,
55,5,39,
56,5,39,
57,5,39,
58,5,39,
59,5,39,
60,5,39,
61,5,39,
62,5,39,
63,5,39,
64,5,39,
65,5,39,
66,5,39,
67,5,39,
68,5,39,
69,5,39,
70,5,39,
71,5,39,
72,5,39,
73,5,39,
74,5,40,
75,5,40,
76,5,40,
77,5,40,
78,5,40,
79,5,40,
80,5,40,
81,5,40,
82,5,40,
83,5,40,
84,5,40,
85,5,40,
86,5,40,
87,5,41,
88,5,41,
89,5,41,
90,5,41,
91,5,41,
92,5,41,
93,5,41,
94,5,42,
95,5,42,
96,5,42,
97,5,42,
98,5,42,
99,5,42,
100,5,42,
101,5,42,
102,5,42,
103,5,42,
0,6,37,
1,6,37,
2,6,37,
3,6,37,
4,6,37,
5,6,37,
6,6,37,
7,6,37,
8,6,37,
9,6,37,
10,6,37,
11,6,38,
12,6,38,
13,6,37,
14,6,37,
15,6,37,
16,6,37,
17,6,37,
18,6,37,
19,6,37,
20,6,37,
21,6,37,
22,6,37,
23,6,37,
24,6,37,
25,6,37,
26,6,38,
27,6,38,
28,6,38,
29,6,38,
30,6,38,
31,6,38,
32,6,38,
33,6,38,
34,6,38,
35,6,38,
36,6,38,
37,6,38,
38,6,38,
39,6,38,
40,6,38,
41,6,38,
42,6,38,
43,6,38,
44,6,38,
45,6,38,
46,6,38,
47,6,38,
48,6,38,
49,6,38,
50,6,38,
51,6,38,
52,6,39,
53,6,39,
54,6,39,
55,6,39,
56,6,39,
57,6,39,
58,6,39,
59,6,39,
60,6,39,
61,6,39,
62,6,39,
63,6,39,
64,6,39,
65,6,39,
66,6,39,
67,6,39,
68,6,39,
69,6,39,
70,6,39,
71,6,39,
72,6,39,
73,6,39,
74,6,40,
75,6,40,
76,6,40,
77,6,40,
78,6,40,
79,6,40,
80,6,40,
81,6,40,
82,6,40,
83,6,40,
84,6,40,
85,6,40,
86,6,40,
87,6,41,
88,6,41,
89,6,41,
90,6,41,
91,6,41,
92,6,41,
93,6,41,
94,6,42,
95,6,42,
96,6,42,
97,6,42,
98,6,42,
99,6,42,
100,6,42,
101,6,42,
102,6,42,
103,6,42,
0,7,37,
1,7,37,
2,7,37,
3,7,37,
4,7,37,
5,7,37,
6,7,37,
7,7,37,
8,7,37,
9,7,37,
10,7,37,
11,7,38,
12,7,38,
13,7,37,
14,7,37,
15,7,37,
16,7,37,
17,7,37,
18,7,37,
19,7,37,
20,7,37,
21,7,37,
22,7,37,
23,7,37,
24,7,37,
25,7,37,
26,7,38,
27,7,38,
28,7,38,
29,7,38,
30,7,38,
31,7,38,
32,7,38,
33,7,38,
34,7,38,
35,7,38,
36,7,38,
37,7,38,
38,7,38,
39,7,38,
40,7,38,
41,7,38,
42,7,38,
43,7,38,
44,7,38,
45,7,38,
46,7,38,
47,7,38,
48,7,38,
49,7,38,
50,7,38,
51,7,38,
52,7,39,
53,7,39,
54,7,39,
55,7,39,
56,7,39,
57,7,39,
58,7,39,
59,7,39,
60,7,39,
61,7,39,
62,7,39,
63,7,39,
64,7,39,
65,7,39,
66,7,39,
67,7,39,
68,7,39,
69,7,39,
70,7,39,
71,7,39,
72,7,39,
73,7,39,
74,7,38,
75,7,38,
76,7,41,
77,7,41,
78,7,41,
79,7,41,
80,7,41,
81,7,41,
82,7,41,
83,7,41,
84,7,41,
85,7,41,
86,7,41,
87,7,41,
88,7,41,
89,7,41,
90,7,41,
91,7,41,
92,7,41,
93,7,41,
94,7,42,
95,7,42,
96,7,42,
97,7,42,
98,7,42,
99,7,42,
100,7,42,
101,7,42,
102,7,42,
103,7,42,
0,8,37,
1,8,37,
2,8,37,
3,8,37,
4,8,37,
5,8,37,
6,8,37,
7,8,37,
8,8,37,
9,8,37,
10,8,37,
11,8,38,
12,8,38,
13,8,37,
14,8,37,
15,8,37,
16,8,37,
17,8,37,
18,8,37,
19,8,37,
20,8,37,
21,8,37,
22,8,37,
23,8,37,
24,8,37,
25,8,37,
26,8,38,
27,8,38,
28,8,38,
29,8,38,
30,8,38,
31,8,38,
32,8,38,
33,8,38,
34,8,38,
35,8,38,
36,8,38,
37,8,38,
38,8,38,
39,8,38,
40,8,38,
41,8,38,
42,8,38,
43,8,38,
44,8,38,
45,8,38,
46,8,38,
47,8,38,
48,8,38,
49,8,38,
50,8,38,
51,8,38,
52,8,39,
53,8,39,
54,8,39,
55,8,39,
56,8,39,
57,8,39,
58,8,39,
59,8,39,
60,8,39,
61,8,39,
62,8,39,
63,8,39,
64,8,39,
65,8,39,
66,8,39,
67,8,39,
68,8,39,
69,8,39,
70,8,39,
71,8,39,
72,8,39,
73,8,39,
74,8,38,
75,8,38,
76,8,41,
77,8,41,
78,8,41,
79,8,41,
80,8,41,
81,8,41,
82,8,41,
83,8,41,
84,8,41,
85,8,41,
86,8,41,
87,8,41,
88,8,41,
89,8,41,
90,8,41,
91,8,41,
92,8,41,
93,8,41,
94,8,42,
95,8,42,
96,8,42,
97,8,42,
98,8,42,
99,8,42,
100,8,42,
101,8,42,
102,8,42,
103,8,42,
0,9,37,
1,9,37,
2,9,37,
3,9,37,
4,9,37,
5,9,37,
6,9,37,
7,9,37,
8,9,37,
9,9,37,
10,9,37,
11,9,38,
12,9,38,
13,9,37,
14,9,37,
15,9,37,
16,9,37,
17,9,37,
18,9,37,
19,9,37,
20,9,37,
21,9,37,
22,9,37,
23,9,37,
24,9,37,
25,9,37,
26,9,38,
27,9,38,
28,9,38,
29,9,38,
30,9,38,
31,9,38,
32,9,38,
33,9,38,
34,9,38,
35,9,38,
36,9,38,
37,9,38,
38,9,38,
39,9,38,
40,9,38,
41,9,38,
42,9,38,
43,9,38,
44,9,38,
45,9,38,
46,9,38,
47,9,38,
48,9,38,
49,9,38,
50,9,38,
51,9,38,
52,9,39,
53,9,39,
54,9,39,
55,9,39,
56,9,39,
57,9,39,
58,9,39,
59,9,39,
60,9,39,
61,9,39,
62,9,39,
63,9,39,
64,9,39,
65,9,39,
66,9,39,
67,9,39,
68,9,39,
69,9,39,
70,9,39,
71,9,39,
72,9,39,
73,9,39,
74,9,38,
75,9,38,
76,9,41,
77,9,41,
78,9,41,
79,9,41,
80,9,41,
81,9,41,
82,9,41,
83,9,41,
84,9,41,
85,9,41,
86,9,41,
87,9,41,
88,9,41,
89,9,41,
90,9,41,
91,9,41,
92,9,41,
93,9,41,
94,9,42,
95,9,42,
96,9,42,
97,9,42,
98,9,42,
99,9,42,
100,9,42,
101,9,42,
102,9,42,
103,9,42,
0,10,37,
1,10,37,
2,10,37,
3,10,37,
4,10,37,
5,10,37,
6,10,37,
7,10,37,
8,10,37,
9,10,37,
10,10,37,
11,10,38,
12,10,38,
13,10,37,
14,10,37,
15,10,37,
16,10,37,
17,10,37,
18,10,37,
19,10,37,
20,10,37,
21,10,37,
22,10,37,
23,10,37,
24,10,37,
25,10,37,
26,10,38,
27,10,38,
28,10,38,
29,10,38,
30,10,38,
31,10,38,
32,10,38,
33,10,38,
34,10,38,
35,10,38,
36,10,38,
37,10,38,
38,10,38,
39,10,38,
40,10,38,
41,10,38,
42,10,38,
43,10,38,
44,10,38,
45,10,38,
46,10,38,
47,10,38,
48,10,38,
49,10,38,
50,10,38,
51,10,38,
52,10,39,
53,10,39,
54,10,39,
55,10,39,
56,10,39,
57,10,39,
58,10,39,
59,10,39,
60,10,39,
61,10,39,
62,10,39,
63,10,39,
64,10,39,
65,10,39,
66,10,39,
67,10,39,
68,10,39,
69,10,39,
70,10,39,
71,10,39,
72,10,39,
73,10,39,
74,10,38,
75,10,38,
76,10,41,
77,10,41,
78,10,41,
79,10,41,
80,10,41,
81,10,41,
82,10,41,
83,10,41,
84,10,41,
85,10,41,
86,10,41,
87,10,41,
88,10,41,
89,10,41,
90,10,41,
91,10,41,
92,10,41,
93,10,41,
94,10,42,
95,10,42,
96,10,42,
97,10,42,
98,10,42,
99,10,42,
100,10,42,
101,10,42,
102,10,42,
103,10,42,
0,11,37,
1,11,37,
2,11,37,
3,11,37,
4,11,37,
5,11,37,
6,11,37,
7,11,37,
8,11,37,
9,11,37,
10,11,37,
11,11,38,
12,11,38,
13,11,37,
14,11,37,
15,11,37,
16,11,37,
17,11,37,
18,11,37,
19,11,37,
20,11,37,
21,11,37,
22,11,37,
23,11,37,
24,11,37,
25,11,37,
26,11,38,
27,11,38,
28,11,38,
29,11,38,
30,11,38,
31,11,38,
32,11,38,
33,11,38,
34,11,38,
35,11,38,
36,11,38,
37,11,38,
38,11,38,
39,11,38,
40,11,38,
41,11,38,
42,11,38,
43,11,38,
44,11,38,
45,11,38,
46,11,38,
47,11,38,
48,11,38,
49,11,38,
50,11,38,
51,11,38,
52,11,39,
53,11,39,
54,11,39,
55,11,39,
56,11,39,
57,11,39,
58,11,39,
59,11,39,
60,11,39,
61,11,39,
62,11,39,
63,11,39,
64,11,39,
65,11,39,
66,11,39,
67,11,39,
68,11,39,
69,11,39,
70,11,39,
71,11,39,
72,11,39,
73,11,39,
74,11,38,
75,11,38,
76,11,41,
77,11,41,
78,11,41,
79,11,41,
80,11,41,
81,11,41,
82,11,41,
83,11,41,
84,11,41,
85,11,41,
86,11,41,
87,11,41,
88,11,41,
89,11,41,
90,11,41,
91,11,41,
92,11,41,
93,11,41,
94,11,42,
95,11,42,
96,11,42,
97,11,42,
98,11,42,
99,11,42,
100,11,42,
101,11,42,
102,11,42,
103,11,42,
0,12,37,
1,12,37,
2,12,37,
3,12,37,
4,12,37,
5,12,37,
6,12,37,
7,12,37,
8,12,37,
9,12,37,
10,12,37,
11,12,38,
12,12,38,
13,12,37,
14,12,37,
15,12,37,
16,12,37,
17,12,37,
18,12,37,
19,12,37,
20,12,37,
21,12,37,
22,12,37,
23,12,37,
24,12,37,
25,12,37,
26,12,38,
27,12,38,
28,12,38,
29,12,38,
30,12,38,
31,12,38,
32,12,38,
33,12,38,
34,12,38,
35,12,38,
36,12,38,
37,12,38,
38,12,38,
39,12,38,
40,12,38,
41,12,38,
42,12,38,
43,12,38,
44,12,38,
45,12,38,
46,12,38,
47,12,38,
48,12,38,
49,12,38,
50,12,38,
51,12,38,
52,12,39,
53,12,39,
54,12,39,
55,12,39,
56,12,39,
57,12,39,
58,12,39,
59,12,39,
60,12,39,
61,12,39,
62,12,39,
63,12,39,
64,12,39,
65,12,39,
66,12,39,
67,12,39,
68,12,39,
69,12,39,
70,12,39,
71,12,39,
72,12,39,
73,12,39,
74,12,38,
75,12,38,
76,12,41,
77,12,41,
78,12,41,
79,12,41,
80,12,41,
81,12,41,
82,12,41,
83,12,41,
84,12,41,
85,12,41,
86,12,41,
87,12,41,
88,12,41,
89,12,41,
90,12,41,
91,12,41,
92,12,41,
93,12,41,
94,12,42,
95,12,42,
96,12,42,
97,12,42,
98,12,42,
99,12,42,
100,12,42,
101,12,42,
102,12,42,
103,12,42,
0,13,38,
1,13,38,
2,13,38,
3,13,38,
4,13,38,
5,13,38,
6,13,38,
7,13,38,
8,13,38,
9,13,38,
10,13,38,
11,13,38,
12,13,38,
13,13,37,
14,13,37,
15,13,37,
16,13,37,
17,13,37,
18,13,37,
19,13,37,
20,13,37,
21,13,37,
22,13,37,
23,13,37,
24,13,37,
25,13,37,
26,13,38,
27,13,38,
28,13,38,
29,13,38,
30,13,38,
31,13,38,
32,13,38,
33,13,38,
34,13,38,
35,13,38,
36,13,38,
37,13,38,
38,13,38,
39,13,38,
40,13,38,
41,13,38,
42,13,38,
43,13,38,
44,13,38,
45,13,38,
46,13,38,
47,13,38,
48,13,38,
49,13,38,
50,13,38,
51,13,38,
52,13,38,
53,13,38,
54,13,38,
55,13,38,
56,13,38,
57,13,38,
58,13,38,
59,13,38,
60,13,38,
61,13,38,
62,13,38,
63,13,38,
64,13,38,
65,13,38,
66,13,38,
67,13,38,
68,13,38,
69,13,38,
70,13,41,
71,13,39,
72,13,39,
73,13,39,
74,13,39,
75,13,38,
76,13,41,
77,13,41,
78,13,41,
79,13,41,
80,13,41,
81,13,41,
82,13,41,
83,13,41,
84,13,41,
85,13,41,
86,13,41,
87,13,41,
88,13,41,
89,13,41,
90,13,41,
91,13,41,
92,13,41,
93,13,41,
94,13,42,
95,13,42,
96,13,42,
97,13,42,
98,13,42,
99,13,42,
100,13,42,
101,13,42,
102,13,42,
103,13,42,
0,14,37,
1,14,37,
2,14,37,
3,14,37,
4,14,37,
5,14,37,
6,14,37,
7,14,37,
8,14,37,
9,14,37,
10,14,37,
11,14,154,
12,14,154,
13,14,37,
14,14,37,
15,14,37,
16,14,37,
17,14,37,
18,14,37,
19,14,37,
20,14,37,
21,14,37,
22,14,37,
23,14,37,
24,14,37,
25,14,37,
26,14,37,
27,14,37,
28,14,37,
29,14,37,
30,14,37,
31,14,37,
32,14,37,
33,14,37,
34,14,37,
35,14,37,
36,14,37,
37,14,38,
38,14,38,
39,14,38,
40,14,38,
41,14,38,
42,14,38,
43,14,38,
44,14,38,
45,14,38,
46,14,38,
47,14,38,
48,14,38,
49,14,38,
50,14,38,
51,14,38,
52,14,38,
53,14,38,
54,14,38,
55,14,38,
56,14,38,
57,14,38,
58,14,38,
59,14,38,
60,14,38,
61,14,38,
62,14,38,
63,14,38,
64,14,38,
65,14,38,
66,14,38,
67,14,38,
68,14,38,
69,14,38,
70,14,41,
71,14,39,
72,14,39,
73,14,39,
74,14,39,
75,14,38,
76,14,41,
77,14,41,
78,14,41,
79,14,41,
80,14,41,
81,14,41,
82,14,41,
83,14,41,
84,14,41,
85,14,41,
86,14,41,
87,14,41,
88,14,41,
89,14,41,
90,14,41,
91,14,41,
92,14,41,
93,14,41,
94,14,42,
95,14,42,
96,14,42,
97,14,42,
98,14,42,
99,14,42,
100,14,42,
101,14,42,
102,14,42,
103,14,42,
0,15,38,
1,15,38,
2,15,38,
3,15,38,
4,15,38,
5,15,38,
6,15,38,
7,15,38,
8,15,38,
9,15,38,
10,15,38,
11,15,38,
12,15,38,
13,15,37,
14,15,37,
15,15,37,
16,15,37,
17,15,37,
18,15,37,
19,15,37,
20,15,37,
21,15,37,
22,15,37,
23,15,37,
24,15,37,
25,15,37,
26,15,37,
27,15,37,
28,15,37,
29,15,37,
30,15,37,
31,15,37,
32,15,37,
33,15,37,
34,15,37,
35,15,37,
36,15,37,
37,15,38,
38,15,38,
39,15,38,
40,15,38,
41,15,38,
42,15,38,
43,15,38,
44,15,38,
45,15,38,
46,15,38,
47,15,38,
48,15,38,
49,15,38,
50,15,38,
51,15,38,
52,15,38,
53,15,38,
54,15,38,
55,15,38,
56,15,38,
57,15,38,
58,15,38,
59,15,38,
60,15,38,
61,15,38,
62,15,38,
63,15,38,
64,15,38,
65,15,38,
66,15,38,
67,15,38,
68,15,38,
69,15,38,
70,15,41,
71,15,39,
72,15,39,
73,15,39,
74,15,39,
75,15,38,
76,15,41,
77,15,41,
78,15,41,
79,15,41,
80,15,41,
81,15,41,
82,15,41,
83,15,41,
84,15,41,
85,15,41,
86,15,41,
87,15,41,
88,15,41,
89,15,41,
90,15,41,
91,15,41,
92,15,41,
93,15,41,
94,15,42,
95,15,42,
96,15,42,
97,15,42,
98,15,42,
99,15,42,
100,15,42,
101,15,42,
102,15,42,
103,15,42,
0,16,38,
1,16,38,
2,16,38,
3,16,38,
4,16,38,
5,16,38,
6,16,38,
7,16,38,
8,16,38,
9,16,38,
10,16,38,
11,16,38,
12,16,38,
13,16,37,
14,16,37,
15,16,37,
16,16,37,
17,16,37,
18,16,37,
19,16,37,
20,16,37,
21,16,37,
22,16,37,
23,16,37,
24,16,37,
25,16,37,
26,16,37,
27,16,37,
28,16,37,
29,16,37,
30,16,37,
31,16,37,
32,16,37,
33,16,37,
34,16,37,
35,16,37,
36,16,37,
37,16,38,
38,16,38,
39,16,38,
40,16,38,
41,16,38,
42,16,38,
43,16,38,
44,16,38,
45,16,38,
46,16,38,
47,16,38,
48,16,38,
49,16,38,
50,16,38,
51,16,38,
52,16,38,
53,16,38,
54,16,38,
55,16,38,
56,16,38,
57,16,38,
58,16,38,
59,16,38,
60,16,38,
61,16,38,
62,16,38,
63,16,38,
64,16,38,
65,16,38,
66,16,38,
67,16,38,
68,16,38,
69,16,38,
70,16,41,
71,16,39,
72,16,39,
73,16,39,
74,16,39,
75,16,38,
76,16,41,
77,16,41,
78,16,41,
79,16,41,
80,16,41,
81,16,41,
82,16,41,
83,16,41,
84,16,41,
85,16,41,
86,16,41,
87,16,41,
88,16,41,
89,16,41,
90,16,41,
91,16,41,
92,16,41,
93,16,41,
94,16,42,
95,16,42,
96,16,42,
97,16,42,
98,16,42,
99,16,42,
100,16,42,
101,16,42,
102,16,42,
103,16,42,
0,17,38,
1,17,38,
2,17,38,
3,17,38,
4,17,38,
5,17,38,
6,17,38,
7,17,38,
8,17,38,
9,17,38,
10,17,38,
11,17,38,
12,17,38,
13,17,37,
14,17,37,
15,17,37,
16,17,37,
17,17,37,
18,17,37,
19,17,37,
20,17,37,
21,17,37,
22,17,37,
23,17,37,
24,17,37,
25,17,37,
26,17,37,
27,17,37,
28,17,37,
29,17,37,
30,17,37,
31,17,37,
32,17,37,
33,17,37,
34,17,37,
35,17,37,
36,17,37,
37,17,38,
38,17,38,
39,17,38,
40,17,38,
41,17,38,
42,17,38,
43,17,38,
44,17,38,
45,17,38,
46,17,38,
47,17,38,
48,17,38,
49,17,38,
50,17,38,
51,17,38,
52,17,38,
53,17,38,
54,17,38,
55,17,38,
56,17,38,
57,17,38,
58,17,38,
59,17,38,
60,17,38,
61,17,38,
62,17,38,
63,17,38,
64,17,38,
65,17,38,
66,17,38,
67,17,38,
68,17,38,
69,17,38,
70,17,41,
71,17,39,
72,17,39,
73,17,39,
74,17,39,
75,17,38,
76,17,41,
77,17,41,
78,17,41,
79,17,41,
80,17,41,
81,17,41,
82,17,41,
83,17,41,
84,17,41,
85,17,41,
86,17,41,
87,17,41,
88,17,41,
89,17,41,
90,17,41,
91,17,41,
92,17,41,
93,17,41,
94,17,42,
95,17,42,
96,17,42,
97,17,42,
98,17,42,
99,17,42,
100,17,42,
101,17,42,
102,17,42,
103,17,42,
0,18,38,
1,18,38,
2,18,38,
3,18,38,
4,18,38,
5,18,38,
6,18,38,
7,18,38,
8,18,38,
9,18,38,
10,18,38,
11,18,38,
12,18,38,
13,18,37,
14,18,37,
15,18,37,
16,18,37,
17,18,37,
18,18,37,
19,18,37,
20,18,37,
21,18,37,
22,18,37,
23,18,37,
24,18,37,
25,18,37,
26,18,37,
27,18,37,
28,18,37,
29,18,37,
30,18,37,
31,18,37,
32,18,37,
33,18,37,
34,18,37,
35,18,37,
36,18,37,
37,18,38,
38,18,38,
39,18,38,
40,18,38,
41,18,38,
42,18,38,
43,18,38,
44,18,38,
45,18,38,
46,18,38,
47,18,38,
48,18,38,
49,18,38,
50,18,38,
51,18,38,
52,18,38,
53,18,38,
54,18,38,
55,18,38,
56,18,38,
57,18,38,
58,18,38,
59,18,38,
60,18,38,
61,18,38,
62,18,38,
63,18,38,
64,18,38,
65,18,38,
66,18,38,
67,18,38,
68,18,38,
69,18,38,
70,18,41,
71,18,39,
72,18,39,
73,18,39,
74,18,39,
75,18,38,
76,18,41,
77,18,41,
78,18,41,
79,18,41,
80,18,41,
81,18,41,
82,18,41,
83,18,41,
84,18,41,
85,18,41,
86,18,41,
87,18,41,
88,18,41,
89,18,41,
90,18,41,
91,18,41,
92,18,41,
93,18,41,
94,18,42,
95,18,42,
96,18,42,
97,18,42,
98,18,42,
99,18,42,
100,18,42,
101,18,42,
102,18,42,
103,18,42,
0,19,38,
1,19,38,
2,19,38,
3,19,38,
4,19,38,
5,19,38,
6,19,38,
7,19,38,
8,19,38,
9,19,38,
10,19,38,
11,19,38,
12,19,38,
13,19,37,
14,19,37,
15,19,37,
16,19,37,
17,19,37,
18,19,37,
19,19,37,
20,19,37,
