location_x,location_y,PCI,RSRP,RSRQ,SNR,timestamp,filename,6,Power_301,Power_302,a301_beam0,a301_beam32,a301_beam64,a301_beam96,a301_beam128,a302_beam0,a302_beam32,a302_beam64,a302_beam96,a302_beam128,setname
718,155,302,-110.5785714,-9.057142857,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
719,169,302,-107.82,-8.3,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
720,129,302,-124.5285714,-13.81428571,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
721,183,302,-109.3882353,-8.817647059,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
722,236,120,-127.6105882,-13.98470588,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
722,278,120,-118.9111111,-8.627513228,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
722,278,302,-120.5,-11.1,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
723,155,302,-113.273913,-10.08695652,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
723,255,120,-127.9875,-14.9,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
723,270,120,-123.457485,-10.77245509,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
724,141,302,-98.87934783,-6.666304348,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
725,168,302,-108.7277778,-8.272222222,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
726,291,120,-123.7186047,-10.68255814,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
728,186,302,-105.8737705,-8.41147541,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
728,217,302,-95.64791667,-7.230208333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
730,129,302,-116.16,-10.80666667,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
732,114,302,-122.1444444,-12.76666667,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
732,234,302,-103.2397959,-6.919387755,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
733,253,120,-133.6333333,-18.64166667,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
733,253,302,-112.7111111,-10.18888889,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
735,281,120,-122.8943723,-11.78831169,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
736,206,302,-86.46947368,-6.348421053,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
736,268,120,-127.7466667,-13.77666667,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
737,193,302,-94.63092784,-6.857731959,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
739,216,302,-96.265,-6.451,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
741,159,302,-120.7636364,-12.8,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
741,205,302,-66.38736842,-6.401052632,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
743,128,302,-119.0944444,-11.91944444,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
743,197,302,-103.3820896,-8.989552239,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
744,105,302,-116.5703704,-11.07407407,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
746,169,302,-115.6388889,-10.15555556,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
747,126,302,-110.4214286,-9.45,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
749,154,302,-108.1962963,-8.818518519,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
749,285,120,-121.3084577,-9.424875622,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
750,145,120,-131.4522727,-18.04545455,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
750,145,301,-117.9,-11.8,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
750,179,302,-115.883871,-10.8483871,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
750,193,302,-116.5333333,-10.55777778,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
750,238,302,-99.21649485,-6.942268041,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
750,248,120,-125.4555556,-12.05,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
750,248,302,-104.8125,-7.811111111,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
750,260,120,-124.2576271,-10.97062147,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
751,225,302,-97.24166667,-6.755208333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
751,272,120,-124.9294304,-11.2585443,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
754,181,302,-126.0571429,-14.06428571,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
754,205,120,-129.6125,-15.325,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
754,205,302,-109.3380952,-8.166666667,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
754,217,302,-93.57368421,-6.655789474,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
757,137,302,-88.932,-6.369,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
758,155,120,-137.35,-22,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
758,155,302,-116.7705882,-10.78823529,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
762,171,302,-101.606383,-10.0287234,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
762,206,302,-87.64516129,-6.479569892,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
763,108,302,-117.6071429,-10.53571429,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
764,282,302,-103.6461538,-8.85042735,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
765,155,302,-113.3466667,-9.693333333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
765,269,120,-134.5888889,-20.73333333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
765,269,302,-119.8947368,-12.12105263,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
766,156,302,-106.2428571,-9.156190476,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
766,215,302,-94.02395833,-6.567708333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
768,146,302,-112.8466667,-9.686666667,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
769,260,302,-103.2947917,-6.683333333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
773,101,302,-110.4526316,-9.247368421,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
774,184,302,-96.81538462,-7.114285714,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
774,238,120,-125.0567568,-11.98648649,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
775,271,120,-122.9797753,-9.969662921,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
776,218,302,-92.85257732,-6.968041237,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
777,206,120,-127.3395973,-13.33355705,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
777,284,120,-119.6358025,-8.761728395,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
778,171,302,-121.1142857,-12.19285714,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
779,142,302,-112.2,-9.780645161,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
780,155,301,-122.4,-16.1,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
780,155,302,-114.5,-9.958333333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
781,115,302,-117.2375,-10.56875,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
781,132,302,-123.3375,-12.4875,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
784,246,120,-125.8835052,-12.7742268,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
785,163,302,-123.3774194,-13.17741935,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
785,279,120,-123.5958333,-10.73511905,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
786,103,120,-133.775,-18.825,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
789,253,120,-128.2212963,-14.53888889,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
791,175,302,-113.45,-9.6375,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
791,238,120,-129.9666667,-16.86666667,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
791,238,302,-104.7342105,-8.551315789,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
791,270,120,-123.5933333,-10.54916667,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
792,205,302,-88.75368421,-6.518947368,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
793,217,302,-97.66767677,-6.747474747,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
794,122,302,-117.9125,-10.96875,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
795,103,120,-128.9626667,-15.74,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
795,134,302,-107.6443038,-10.73291139,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
795,163,302,-125.1176471,-14.45294118,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
797,232,120,-125.8871795,-12.14358974,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
797,232,302,-105.503125,-8.65625,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
798,192,120,-135.2,-20.6,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
798,192,302,-107.45,-9.043333333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
798,231,302,-103.2359551,-7.946067416,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
801,176,302,-108.4404255,-10.13829787,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
801,183,120,-127.0050505,-13.34343434,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
801,183,302,-106.56,-6.88,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
802,245,120,-123.1263158,-10.44561404,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
805,131,302,-125.8818182,-14.27272727,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
806,216,302,-95.70860215,-7.152688172,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
807,137,302,-113.5666667,-10.06666667,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
808,268,120,-120.1204969,-9.149068323,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
808,284,120,-117.7120419,-10.25811518,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
809,164,302,-115.7666667,-10.68333333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
810,151,302,-109.0545455,-9.248484848,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
813,247,120,-122.2479532,-11.04678363,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
814,192,302,-119.0466667,-11.41333333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
816,177,302,-117.68125,-10.95,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
816,185,302,-117.9107143,-10.93214286,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
817,101,120,-136.3,-21.33333333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
817,101,302,-122.29,-12.8,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
817,232,120,-126.91,-12.535,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
817,232,302,-104.4315789,-8.615789474,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
819,206,302,-100.7058252,-6.550485437,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
819,207,301,-104.6,-7.85,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
819,207,302,-97.66666667,-6.752222222,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
820,230,120,-118.0166667,-7.898387097,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
823,168,302,-108.86875,-9.296875,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
823,196,120,-133.4,-19.17,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
823,196,301,-121.26,-14.4,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
823,196,302,-113.18,-10.32,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
824,186,120,-127.1710526,-13.41710526,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
824,215,301,-105.5533333,-7.96,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
824,215,302,-101.744186,-7.403488372,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
824,245,120,-125.4207317,-11.94146341,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
825,130,302,-109.4129032,-9.170967742,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
827,132,120,-133.3636364,-19.26363636,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
827,132,302,-108.0933333,-9.14,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
827,153,302,-127.5,-14.53076923,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
827,176,120,-133.25,-19,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
827,176,301,-121.05,-12.25,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
827,176,302,-116.6058824,-11.19411765,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
829,127,302,-109.3,-9.025,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
830,109,302,-100.8804348,-6.535869565,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
832,216,301,-110.1375,-10.5625,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
832,216,302,-102.6831461,-8.615730337,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
833,106,120,-135.2142857,-20.3,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
833,106,301,-121.1384615,-12.43846154,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
833,106,302,-114.9857143,-10.44285714,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
839,205,120,-122.6386364,-10.03977273,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
839,205,301,-107.9,-7.6,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
839,205,302,-99.56229508,-7.806557377,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
842,215,301,-104.4721311,-7.724590164,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
842,215,302,-104.7708333,-9.845833333,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
846,181,120,-125.7922652,-11.71049724,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
846,190,301,-96.64736842,-6.544210526,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
846,201,120,-124.9210227,-11.20397727,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
847,215,302,-99.05729167,-10.675,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
851,224,301,-97.17474747,-6.435353535,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
858,224,301,-98.1244898,-6.595918367,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
859,185,120,-125.6878613,-12.44450867,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
859,196,301,-89.67575758,-6.344444444,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
859,211,301,-97.5443299,-8.589690722,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
860,172,120,-124.6839779,-11.43425414,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
863,175,301,-100.7277228,-7.146534653,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
865,206,301,-79.95376344,-6.327956989,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
866,213,301,-92.95102041,-7.559183673,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
866,222,301,-96.647,-6.737,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
868,186,301,-90.39230769,-6.476923077,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
869,178,301,-95.45490196,-6.53627451,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
875,128,120,-127.1269461,-13.2251497,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
875,135,120,-133.6714286,-18.87857143,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
875,165,120,-139.5,-24.3,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
875,165,301,-122.8230769,-12.43846154,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
876,149,120,-137.575,-22.725,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
881,179,120,-134.2625,-19.225,,,,0,-10,-10,1,0,0,0,0,1,0,0,0,0,demo_priority_1/set1.csv
